fact,explanation,action,gen_time
"[0.042901706, 0.67244685, 0.07793455, -0.07884281, 0.005342523, -0.022255361, 0.0, 0.0]","[-0.02532425, 1.4408317, -0.4151462, 0.1546166, 0.028556041, 0.04766374, 0.0, 0.0]",2,5.365111589431763
"[0.042901706, 0.67244685, 0.07793455, -0.07884281, 0.005342523, -0.022255361, 0.0, 0.0]","[0.03753872, 1.376158, 0.60636276, -0.3138724, -0.021750145, 0.027697584, 0.0, 0.0]",2,5.365111589431763
"[0.042901706, 0.67244685, 0.07793455, -0.07884281, 0.005342523, -0.022255361, 0.0, 0.0]","[0.012321663, 1.3816494, 0.20945354, -0.1934798, -0.013922135, -0.0067343265, 0.0, 0.0]",2,5.365111589431763
"[0.17679071, 0.8994912, -0.08168129, -0.017216654, -0.19479172, -0.24496868, 0.0, 0.0]","[0.0065818788, 1.3962646, 0.09911466, -0.1312423, 0.0017168521, -0.017592695, 0.0, 0.0]",3,4.92693305015564
"[0.17679071, 0.8994912, -0.08168129, -0.017216654, -0.19479172, -0.24496868, 0.0, 0.0]","[0.043202877, 1.4391587, 0.71333414, 0.1426108, -0.04001661, -0.07873763, 0.0, 0.0]",3,4.92693305015564
"[0.17679071, 0.8994912, -0.08168129, -0.017216654, -0.19479172, -0.24496868, 0.0, 0.0]","[0.04609699, 1.3724868, 0.75368655, -0.35111323, -0.03633508, -0.037276555, 0.0, 0.0]",3,4.92693305015564
"[0.17679071, 0.8994912, -0.08168129, -0.017216654, -0.19479172, -0.24496868, 0.0, 0.0]","[0.01968813, 1.3622402, 0.31736216, -0.32637438, -0.037479237, -0.1535773, 0.0, 0.0]",3,4.92693305015564
"[-0.34858775, 0.5398838, 0.072475135, -0.13307689, 0.03238898, -0.0712389, 0.0, 0.0]","[0.024754237, 1.4265784, 0.40211862, 0.062058862, -0.021811666, -0.010969812, 0.0, 0.0]",2,6.185303449630737
"[-0.34858775, 0.5398838, 0.072475135, -0.13307689, 0.03238898, -0.0712389, 0.0, 0.0]","[0.026982497, 1.4639907, 0.4398362, 0.33610502, -0.02797913, -0.04652562, 0.0, 0.0]",2,6.185303449630737
"[-0.34858775, 0.5398838, 0.072475135, -0.13307689, 0.03238898, -0.0712389, 0.0, 0.0]","[0.045025826, 1.4607416, 0.74551857, 0.302907, -0.051834244, -0.11714093, 0.0, 0.0]",2,6.185303449630737
"[-0.34858775, 0.5398838, 0.072475135, -0.13307689, 0.03238898, -0.0712389, 0.0, 0.0]","[0.036155127, 1.3759061, 0.58450216, -0.32567522, -0.03026511, -0.007302355, 0.0, 0.0]",2,6.185303449630737
"[-0.13007832, 0.449535, 0.044837963, -0.030712727, 0.007483849, 0.027442733, 0.0, 0.0]","[0.040764045, 1.3901924, 0.6537988, -0.21971767, -0.016662905, 0.058968116, 0.0, 0.0]",3,6.025382041931152
"[-0.13007832, 0.449535, 0.044837963, -0.030712727, 0.007483849, 0.027442733, 0.0, 0.0]","[0.04577751, 1.3925508, 0.7465085, -0.19100836, -0.031044176, -0.0058833626, 0.0, 0.0]",3,6.025382041931152
"[-0.13007832, 0.449535, 0.044837963, -0.030712727, 0.007483849, 0.027442733, 0.0, 0.0]","[0.019270802, 1.4603589, 0.31808585, 0.29971394, -0.0072309007, -0.006568159, 0.0, 0.0]",3,6.025382041931152
"[-0.13007832, 0.449535, 0.044837963, -0.030712727, 0.007483849, 0.027442733, 0.0, 0.0]","[0.0274786, 1.373917, 0.4592436, -0.2566388, -0.013914859, -0.005559387, 0.0, 0.0]",3,6.025382041931152
"[-0.43052396, 0.16446097, 0.01564327, 0.11578021, 0.3019563, 0.15427049, 0.0, 0.0]","[0.013924408, 1.4398783, 0.21946594, 0.17684749, -0.0020181183, 0.025254574, 0.0, 0.0]",3,7.352335214614868
"[-0.43052396, 0.16446097, 0.01564327, 0.11578021, 0.3019563, 0.15427049, 0.0, 0.0]","[0.043759726, 1.3506275, 0.71488047, -0.5129972, -0.040538847, -0.049078524, 0.0, 0.0]",3,7.352335214614868
"[-0.43052396, 0.16446097, 0.01564327, 0.11578021, 0.3019563, 0.15427049, 0.0, 0.0]","[0.039158534, 1.4435605, 0.6507378, 0.17547083, -0.04481177, -0.11066605, 0.0, 0.0]",3,7.352335214614868
"[-0.35168284, 0.43178424, 0.05097016, -0.12480966, 0.01675677, 0.0056234165, 0.0, 0.0]","[0.045522403, 1.3390826, 0.74975115, -0.5295628, -0.0448454, -0.111752294, 0.0, 0.0]",2,6.132047176361084
"[-0.35168284, 0.43178424, 0.05097016, -0.12480966, 0.01675677, 0.0056234165, 0.0, 0.0]","[0.04748211, 1.4326344, 0.7975969, 0.10225234, -0.04092992, -0.13008155, 0.0, 0.0]",2,6.132047176361084
"[-0.35168284, 0.43178424, 0.05097016, -0.12480966, 0.01675677, 0.0056234165, 0.0, 0.0]","[-0.03270197, 1.386283, -0.5320984, -0.2180446, 0.020954601, -0.012673998, 0.0, 0.0]",2,6.132047176361084
"[-0.35168284, 0.43178424, 0.05097016, -0.12480966, 0.01675677, 0.0056234165, 0.0, 0.0]","[0.025628567, 1.3813456, 0.41975337, -0.2161434, -0.029710827, -0.078163125, 0.0, 0.0]",2,6.132047176361084
"[-0.35168284, 0.43178424, 0.05097016, -0.12480966, 0.01675677, 0.0056234165, 0.0, 0.0]","[0.038531877, 1.3695866, 0.6389049, -0.3236613, -0.025191164, -0.01804115, 0.0, 0.0]",2,6.132047176361084
"[-0.35168284, 0.43178424, 0.05097016, -0.12480966, 0.01675677, 0.0056234165, 0.0, 0.0]","[-0.04333248, 1.4247673, -0.7024535, 0.042582534, 0.036779523, 0.02947614, 0.0, 0.0]",2,6.132047176361084
"[-0.35168284, 0.43178424, 0.05097016, -0.12480966, 0.01675677, 0.0056234165, 0.0, 0.0]","[-0.021399021, 1.4530532, -0.3420081, 0.2775718, 0.0020605214, -0.069845706, 0.0, 0.0]",2,6.132047176361084
"[0.48130932, 0.7314776, -0.025312204, -0.050990064, 0.011833252, -0.014757956, 0.0, 0.0]","[0.035715867, 1.4302104, 0.59081596, 0.13190429, -0.051582552, -0.17495935, 0.0, 0.0]",2,5.234534740447998
"[0.48130932, 0.7314776, -0.025312204, -0.050990064, 0.011833252, -0.014757956, 0.0, 0.0]","[0.040949058, 1.3380626, 0.6648546, -0.55960345, -0.03830103, -0.103550985, 0.0, 0.0]",2,5.234534740447998
"[0.48130932, 0.7314776, -0.025312204, -0.050990064, 0.011833252, -0.014757956, 0.0, 0.0]","[0.03906088, 1.3848394, 0.63698924, -0.25963208, -0.036139224, -0.03914655, 0.0, 0.0]",2,5.234534740447998
"[0.48130932, 0.7314776, -0.025312204, -0.050990064, 0.011833252, -0.014757956, 0.0, 0.0]","[-0.006056404, 1.458775, -0.1023918, 0.31285828, 0.0010738511, 0.01640393, 0.0, 0.0]",2,5.234534740447998
"[0.23527709, 1.1978022, 0.12623122, -0.13767427, 0.039037142, 0.009904007, 0.0, 0.0]","[-0.0052942275, 1.4625036, -0.08118062, 0.32486284, 0.010029178, 0.007903418, 0.0, 0.0]",2,6.537516117095947
"[0.23527709, 1.1978022, 0.12623122, -0.13767427, 0.039037142, 0.009904007, 0.0, 0.0]","[0.029332161, 1.3737494, 0.5139651, -0.2426801, -0.020745203, -0.032488994, 0.0, 0.0]",2,6.537516117095947
"[0.23527709, 1.1978022, 0.12623122, -0.13767427, 0.039037142, 0.009904007, 0.0, 0.0]","[0.042793084, 1.4032595, 0.69722706, -0.11747179, -0.028261961, -0.007494849, 0.0, 0.0]",2,6.537516117095947
"[0.23527709, 1.1978022, 0.12623122, -0.13767427, 0.039037142, 0.009904007, 0.0, 0.0]","[0.044345953, 1.3782815, 0.7175824, -0.3078493, -0.023162259, 0.025442481, 0.0, 0.0]",2,6.537516117095947
"[0.23527709, 1.1978022, 0.12623122, -0.13767427, 0.039037142, 0.009904007, 0.0, 0.0]","[0.007144165, 1.4272149, 0.10255188, 0.060275037, 0.0034437678, 0.07871252, 0.0, 0.0]",2,6.537516117095947
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[0.043157864, 1.4082505, 0.7035169, -0.08651249, -0.03764454, -0.03610211, 0.0, 0.0]",2,6.721900939941406
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[-0.041579057, 1.4170482, -0.67924196, -0.0207097, 0.03768811, 0.044224445, 0.0, 0.0]",2,6.721900939941406
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[-0.03929119, 1.46697, -0.64095366, 0.34882516, 0.021523293, 0.0008160606, 0.0, 0.0]",2,6.721900939941406
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[-0.03763237, 1.3406433, -0.6106261, -0.57896125, 0.026465712, 0.0068285107, 0.0, 0.0]",2,6.721900939941406
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[-0.03247585, 1.4201123, -0.5275683, 0.0018254063, 0.018326815, -0.006750551, 0.0, 0.0]",2,6.721900939941406
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[-0.027046299, 1.4413474, -0.4383537, 0.15926905, 0.025344102, 0.017006813, 0.0, 0.0]",2,6.721900939941406
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[-0.03155298, 1.4142894, -0.50829434, -0.041543607, 0.014978289, -0.031195905, 0.0, 0.0]",2,6.721900939941406
"[0.28267956, 1.2273281, 0.5223378, 0.15043537, 0.19393031, 0.14859504, 0.0, 0.0]","[0.02025032, 1.355368, 0.3303775, -0.35503796, -0.026968155, -0.10449108, 0.0, 0.0]",0,6.862056016921997
"[0.28267956, 1.2273281, 0.5223378, 0.15043537, 0.19393031, 0.14859504, 0.0, 0.0]","[0.021351147, 1.3591678, 0.35584453, -0.32397047, -0.014128428, -0.043337386, 0.0, 0.0]",0,6.862056016921997
"[0.28267956, 1.2273281, 0.5223378, 0.15043537, 0.19393031, 0.14859504, 0.0, 0.0]","[0.009529209, 1.4252768, 0.15559185, 0.040098045, 0.0011714827, 0.016100105, 0.0, 0.0]",0,6.862056016921997
"[-0.33535725, 0.2657931, -0.040405363, -0.052443538, 0.003710028, 0.03385371, 0.0, 0.0]","[0.036746692, 1.4203961, 0.59609365, 0.018891681, -0.033051837, -0.050869983, 0.0, 0.0]",2,5.966257810592651
"[-0.33535725, 0.2657931, -0.040405363, -0.052443538, 0.003710028, 0.03385371, 0.0, 0.0]","[0.0061823847, 1.4430587, 0.088825524, 0.18295343, -0.0065706046, 0.035382487, 0.0, 0.0]",2,5.966257810592651
"[-0.33535725, 0.2657931, -0.040405363, -0.052443538, 0.003710028, 0.03385371, 0.0, 0.0]","[0.044583607, 1.3550755, 0.72831434, -0.44439337, -0.031826884, -0.041839875, 0.0, 0.0]",2,5.966257810592651
"[-0.33535725, 0.2657931, -0.040405363, -0.052443538, 0.003710028, 0.03385371, 0.0, 0.0]","[0.04050665, 1.3897302, 0.6695334, -0.22340156, -0.04641039, -0.100223765, 0.0, 0.0]",2,5.966257810592651
"[-0.33535725, 0.2657931, -0.040405363, -0.052443538, 0.003710028, 0.03385371, 0.0, 0.0]","[-0.016172886, 1.4472864, -0.2741861, 0.20331214, 0.016557908, 0.062244613, 0.0, 0.0]",2,5.966257810592651
"[-0.017407894, 0.434664, -0.008546585, -0.022153221, -0.012503637, -0.030422691, 0.0, 0.0]","[0.041743755, 1.3938853, 0.67725146, -0.18642254, -0.028700572, -0.002637548, 0.0, 0.0]",2,6.860627174377441
"[-0.017407894, 0.434664, -0.008546585, -0.022153221, -0.012503637, -0.030422691, 0.0, 0.0]","[-0.009745407, 1.4674939, -0.16190082, 0.3523251, 0.01634951, 0.041089535, 0.0, 0.0]",2,6.860627174377441
"[-0.017407894, 0.434664, -0.008546585, -0.022153221, -0.012503637, -0.030422691, 0.0, 0.0]","[0.000770092, 1.4651015, 0.03770127, 0.3397723, -0.019314451, -0.15407325, 0.0, 0.0]",2,6.860627174377441
"[-0.017407894, 0.434664, -0.008546585, -0.022153221, -0.012503637, -0.030422691, 0.0, 0.0]","[-0.032786466, 1.4058331, -0.5340728, -0.095676646, 0.01745168, -0.009088469, 0.0, 0.0]",2,6.860627174377441
"[-0.017407894, 0.434664, -0.008546585, -0.022153221, -0.012503637, -0.030422691, 0.0, 0.0]","[-0.0010990143, 1.3899751, 2.75811e-05, -0.2214108, -0.016293585, -0.11680853, 0.0, 0.0]",2,6.860627174377441
"[0.13369627, 1.4510827, 0.4845051, -0.17430924, 0.07996815, 0.19806199, 0.0, 0.0]","[0.041297533, 1.3463469, 0.6806246, -0.48862725, -0.030219834, -0.046929277, 0.0, 0.0]",3,6.397777080535889
"[0.13369627, 1.4510827, 0.4845051, -0.17430924, 0.07996815, 0.19806199, 0.0, 0.0]","[0.033908367, 1.3882744, 0.5473825, -0.23418394, -0.020818174, 0.01637738, 0.0, 0.0]",3,6.397777080535889
"[0.13369627, 1.4510827, 0.4845051, -0.17430924, 0.07996815, 0.19806199, 0.0, 0.0]","[0.014795971, 1.3552346, 0.25774744, -0.37039706, -0.011516489, -0.030075992, 0.0, 0.0]",3,6.397777080535889
"[-0.2941811, 1.1114969, -0.045898143, -0.041772295, -0.02546528, 0.005632185, 0.0, 0.0]","[0.0435112, 1.3781313, 0.70489657, -0.2508306, -0.03311618, -0.064621076, 0.0, 0.0]",2,5.741584062576294
"[-0.2941811, 1.1114969, -0.045898143, -0.041772295, -0.02546528, 0.005632185, 0.0, 0.0]","[0.044645976, 1.3764769, 0.7264306, -0.3209768, -0.024086732, 0.007573913, 0.0, 0.0]",2,5.741584062576294
"[-0.2941811, 1.1114969, -0.045898143, -0.041772295, -0.02546528, 0.005632185, 0.0, 0.0]","[-0.004800701, 1.4618428, -0.072590284, 0.31095853, -3.0749718e-05, -0.029911613, 0.0, 0.0]",2,5.741584062576294
"[0.010431576, 0.66381925, 0.034467954, -0.03779368, 0.0013665495, -0.02925024, 0.0, 0.0]","[0.04639368, 1.4188695, 0.7555946, -0.006808694, -0.033819538, -0.018313017, 0.0, 0.0]",2,5.793230056762695
"[0.010431576, 0.66381925, 0.034467954, -0.03779368, 0.0013665495, -0.02925024, 0.0, 0.0]","[0.01356926, 1.4199867, 0.2102493, 0.056211714, -0.0107768215, 0.009314941, 0.0, 0.0]",2,5.793230056762695
"[-3.643036e-05, 1.4037074, 0.00516414, -0.03522683, 0.004017457, 0.006543018, 0.0, 0.0]","[-0.004064369, 1.4639628, -0.06463834, 0.3266007, 0.0009762232, -0.009918371, 0.0, 0.0]",2,7.021327018737793
"[-3.643036e-05, 1.4037074, 0.00516414, -0.03522683, 0.004017457, 0.006543018, 0.0, 0.0]","[-0.02563715, 1.4473746, -0.42670244, 0.21328507, 0.030780634, 0.08006607, 0.0, 0.0]",2,7.021327018737793
"[-3.643036e-05, 1.4037074, 0.00516414, -0.03522683, 0.004017457, 0.006543018, 0.0, 0.0]","[-0.045982648, 1.4672505, -0.74952376, 0.3506866, 0.040806204, 0.04006684, 0.0, 0.0]",2,7.021327018737793
"[-3.643036e-05, 1.4037074, 0.00516414, -0.03522683, 0.004017457, 0.006543018, 0.0, 0.0]","[0.018711949, 1.4516822, 0.32289445, 0.25447688, -0.008358008, -0.030693099, 0.0, 0.0]",2,7.021327018737793
"[0.31152648, 0.9848924, 0.07986734, 0.03418481, 0.08448509, -0.23762956, 0.0, 0.0]","[0.037644673, 1.3783587, 0.61253846, -0.30715188, -0.033974905, -0.029923499, 0.0, 0.0]",2,5.182284355163574
"[0.31152648, 0.9848924, 0.07986734, 0.03418481, 0.08448509, -0.23762956, 0.0, 0.0]","[0.030637454, 1.3633952, 0.5399731, -0.30866635, -0.021981286, -0.042885438, 0.0, 0.0]",2,5.182284355163574
"[0.31152648, 0.9848924, 0.07986734, 0.03418481, 0.08448509, -0.23762956, 0.0, 0.0]","[0.005068588, 1.4084892, 0.07453141, -0.036010493, -0.0115528535, 0.01413622, 0.0, 0.0]",2,5.182284355163574
"[0.31152648, 0.9848924, 0.07986734, 0.03418481, 0.08448509, -0.23762956, 0.0, 0.0]","[-0.013610172, 1.4362234, -0.22042528, 0.14545245, 0.015503986, 0.0543207, 0.0, 0.0]",2,5.182284355163574
"[0.31152648, 0.9848924, 0.07986734, 0.03418481, 0.08448509, -0.23762956, 0.0, 0.0]","[0.03959284, 1.4085361, 0.6441728, -0.07396029, -0.024430042, 0.0060092965, 0.0, 0.0]",2,5.182284355163574
"[-0.111600116, 0.27504754, -0.004742058, -0.012593674, -0.015720693, -0.025226336, 0.0, 0.0]","[0.046512604, 1.3878167, 0.7535529, -0.23742867, -0.02299088, 0.026424289, 0.0, 0.0]",2,6.611861944198608
"[-0.111600116, 0.27504754, -0.004742058, -0.012593674, -0.015720693, -0.025226336, 0.0, 0.0]","[-0.030451203, 1.4688413, -0.5041239, 0.36306915, 0.030518796, 0.06684016, 0.0, 0.0]",2,6.611861944198608
"[-0.111600116, 0.27504754, -0.004742058, -0.012593674, -0.015720693, -0.025226336, 0.0, 0.0]","[-0.04253664, 1.4606829, -0.69106823, 0.31099117, 0.02986384, 0.007172284, 0.0, 0.0]",2,6.611861944198608
"[-0.111600116, 0.27504754, -0.004742058, -0.012593674, -0.015720693, -0.025226336, 0.0, 0.0]","[-0.0268013, 1.3760531, -0.43491548, -0.32444233, 0.02499325, 0.018650789, 0.0, 0.0]",2,6.611861944198608
"[0.364731, 1.257627, 0.21420386, -0.10045954, 0.087715864, -0.01960161, 0.0, 0.0]","[0.024015903, 1.4629213, 0.39534554, 0.3188847, -0.025192237, -0.046771217, 0.0, 0.0]",2,6.355430603027344
"[0.364731, 1.257627, 0.21420386, -0.10045954, 0.087715864, -0.01960161, 0.0, 0.0]","[0.033500098, 1.3861883, 0.5475683, -0.2329184, -0.02403145, -0.0076479977, 0.0, 0.0]",2,6.355430603027344
"[0.364731, 1.257627, 0.21420386, -0.10045954, 0.087715864, -0.01960161, 0.0, 0.0]","[0.039851, 1.4634323, 0.66531056, 0.32888994, -0.04399103, -0.12075569, 0.0, 0.0]",2,6.355430603027344
"[0.364731, 1.257627, 0.21420386, -0.10045954, 0.087715864, -0.01960161, 0.0, 0.0]","[0.037154675, 1.3647783, 0.6245844, -0.40765575, -0.04857914, -0.14958113, 0.0, 0.0]",2,6.355430603027344
"[0.364731, 1.257627, 0.21420386, -0.10045954, 0.087715864, -0.01960161, 0.0, 0.0]","[0.025682162, 1.386189, 0.42251834, -0.19723815, -0.029717982, -0.05661708, 0.0, 0.0]",2,6.355430603027344
"[0.364731, 1.257627, 0.21420386, -0.10045954, 0.087715864, -0.01960161, 0.0, 0.0]","[0.04242468, 1.3683965, 0.6914427, -0.38119084, -0.03860886, -0.039140657, 0.0, 0.0]",2,6.355430603027344
"[-0.24068666, 1.1142927, 0.048712935, -0.047308404, 0.008000851, 0.038623266, 0.0, 0.0]","[-0.03791361, 1.3720689, -0.6255797, -0.3125981, 0.036407158, 0.06562761, 0.0, 0.0]",2,6.361032009124756
"[-0.24068666, 1.1142927, 0.048712935, -0.047308404, 0.008000851, 0.038623266, 0.0, 0.0]","[0.04464779, 1.4070647, 0.7319404, -0.095102295, -0.04304548, -0.064811125, 0.0, 0.0]",2,6.361032009124756
"[-0.24068666, 1.1142927, 0.048712935, -0.047308404, 0.008000851, 0.038623266, 0.0, 0.0]","[0.046769045, 1.3809862, 0.7632656, -0.2883977, -0.03518711, -0.027810678, 0.0, 0.0]",2,6.361032009124756
"[-0.24068666, 1.1142927, 0.048712935, -0.047308404, 0.008000851, 0.038623266, 0.0, 0.0]","[-0.031985473, 1.3595877, -0.54113567, -0.38983452, 0.022503126, 0.017807344, 0.0, 0.0]",2,6.361032009124756
"[-0.24068666, 1.1142927, 0.048712935, -0.047308404, 0.008000851, 0.038623266, 0.0, 0.0]","[-0.040431596, 1.4033412, -0.66240156, -0.12251036, 0.030660823, 0.03482535, 0.0, 0.0]",2,6.361032009124756
"[-0.24068666, 1.1142927, 0.048712935, -0.047308404, 0.008000851, 0.038623266, 0.0, 0.0]","[-0.015909959, 1.3405716, -0.2673514, -0.4946691, 0.024118511, 0.06735715, 0.0, 0.0]",2,6.361032009124756
"[-0.08700933, 0.19039758, 0.02867054, -0.09214642, -0.041391265, 0.086192474, 0.0, 0.0]","[0.040936183, 1.3629899, 0.6640307, -0.41238773, -0.025672454, 0.010665523, 0.0, 0.0]",2,6.227066278457642
"[-0.08700933, 0.19039758, 0.02867054, -0.09214642, -0.041391265, 0.086192474, 0.0, 0.0]","[-0.036403846, 1.394347, -0.59611857, -0.1804228, 0.026740963, 0.032073267, 0.0, 0.0]",2,6.227066278457642
"[-0.08700933, 0.19039758, 0.02867054, -0.09214642, -0.041391265, 0.086192474, 0.0, 0.0]","[-0.028735543, 1.4001324, -0.47953874, -0.13564631, 0.019940529, 0.048908614, 0.0, 0.0]",2,6.227066278457642
"[0.19589606, 0.780767, 0.02793787, -0.028745662, 0.021750297, 0.0065759225, 0.0, 0.0]","[0.011788559, 1.4623123, 0.18254498, 0.31476775, -0.009091307, 0.03192148, 0.0, 0.0]",2,6.512517690658569
"[0.19589606, 0.780767, 0.02793787, -0.028745662, 0.021750297, 0.0065759225, 0.0, 0.0]","[0.039069653, 1.3646163, 0.63383245, -0.40904573, -0.03163483, -0.013876575, 0.0, 0.0]",2,6.512517690658569
"[0.19589606, 0.780767, 0.02793787, -0.028745662, 0.021750297, 0.0065759225, 0.0, 0.0]","[-0.033254623, 1.3665661, -0.55182886, -0.35736397, 0.040292438, 0.107774474, 0.0, 0.0]",2,6.512517690658569
"[0.19589606, 0.780767, 0.02793787, -0.028745662, 0.021750297, 0.0065759225, 0.0, 0.0]","[0.025161553, 1.3965696, 0.41210985, -0.11560868, -0.02325322, -0.0059893327, 0.0, 0.0]",2,6.512517690658569
"[0.19589606, 0.780767, 0.02793787, -0.028745662, 0.021750297, 0.0065759225, 0.0, 0.0]","[0.044672776, 1.453499, 0.7469332, 0.24898104, -0.04754178, -0.13510938, 0.0, 0.0]",2,6.512517690658569
"[0.19589606, 0.780767, 0.02793787, -0.028745662, 0.021750297, 0.0065759225, 0.0, 0.0]","[0.046408556, 1.367911, 0.75759965, -0.3781583, -0.038857047, -0.0475462, 0.0, 0.0]",2,6.512517690658569
"[0.037695218, 0.12014481, 0.072334655, 0.029426659, 0.055191774, 0.088500194, 0.0, 0.0]","[0.006886101, 1.371773, 0.096572444, -0.24751459, -0.0017621476, -0.014708899, 0.0, 0.0]",0,6.2233335971832275
"[0.037695218, 0.12014481, 0.072334655, 0.029426659, 0.055191774, 0.088500194, 0.0, 0.0]","[0.019846821, 1.369133, 0.34984654, -0.25922439, -0.017032318, -0.042285442, 0.0, 0.0]",0,6.2233335971832275
"[0.037695218, 0.12014481, 0.072334655, 0.029426659, 0.055191774, 0.088500194, 0.0, 0.0]","[0.0331934, 1.4014738, 0.545386, -0.13685742, -0.035458658, -0.06229989, 0.0, 0.0]",0,6.2233335971832275
"[0.028320694, 0.16921514, -0.006791523, -0.032294687, 0.0052341637, -0.01382072, 0.0, 0.0]","[-0.018962288, 1.3685689, -0.3313082, -0.3804074, 0.048925772, 0.19069485, 0.0, 0.0]",2,7.0670576095581055
"[0.028320694, 0.16921514, -0.006791523, -0.032294687, 0.0052341637, -0.01382072, 0.0, 0.0]","[-0.03293867, 1.4567271, -0.5394537, 0.2807128, 0.031673927, 0.052274097, 0.0, 0.0]",2,7.0670576095581055
"[0.028320694, 0.16921514, -0.006791523, -0.032294687, 0.0052341637, -0.01382072, 0.0, 0.0]","[0.042137526, 1.38083, 0.6821724, -0.28954074, -0.029102797, 0.0039123134, 0.0, 0.0]",2,7.0670576095581055
"[0.028320694, 0.16921514, -0.006791523, -0.032294687, 0.0052341637, -0.01382072, 0.0, 0.0]","[-0.0073391916, 1.4683279, -0.1251858, 0.35853255, 0.0068214387, 0.029461507, 0.0, 0.0]",2,7.0670576095581055
"[0.028320694, 0.16921514, -0.006791523, -0.032294687, 0.0052341637, -0.01382072, 0.0, 0.0]","[-0.029507447, 1.4394644, -0.4824613, 0.14433601, 0.030083254, 0.042083222, 0.0, 0.0]",2,7.0670576095581055
"[-0.09091969, 0.6596273, 0.048947155, -0.040527817, 0.012428393, -0.02158609, 0.0, 0.0]","[0.040939044, 1.374856, 0.6643642, -0.33331928, -0.026093207, 0.003304076, 0.0, 0.0]",2,6.013357877731323
"[-0.09091969, 0.6596273, 0.048947155, -0.040527817, 0.012428393, -0.02158609, 0.0, 0.0]","[0.030378724, 1.4496987, 0.5236477, 0.25679648, -0.0358217, -0.16759546, 0.0, 0.0]",2,6.013357877731323
"[0.001676178, 0.20215145, 0.051811557, 0.036248814, 0.111339696, 0.031170359, 0.0, 0.0]","[0.0423399, 1.4004474, 0.68545866, -0.13429116, -0.032474503, -0.01509627, 0.0, 0.0]",2,6.068149089813232
"[0.001676178, 0.20215145, 0.051811557, 0.036248814, 0.111339696, 0.031170359, 0.0, 0.0]","[-0.03732834, 1.4562322, -0.63146883, 0.3008495, 0.036251836, 0.0999892, 0.0, 0.0]",2,6.068149089813232
"[0.001676178, 0.20215145, 0.051811557, 0.036248814, 0.111339696, 0.031170359, 0.0, 0.0]","[0.040449332, 1.3923696, 0.6581527, -0.20427789, -0.03417684, -0.026115999, 0.0, 0.0]",2,6.068149089813232
"[0.001676178, 0.20215145, 0.051811557, 0.036248814, 0.111339696, 0.031170359, 0.0, 0.0]","[0.031661414, 1.4115245, 0.54533803, -0.04767205, -0.036598083, -0.14446051, 0.0, 0.0]",2,6.068149089813232
"[0.001676178, 0.20215145, 0.051811557, 0.036248814, 0.111339696, 0.031170359, 0.0, 0.0]","[0.016737271, 1.4677554, 0.2783352, 0.3545261, -0.027102618, -0.0691996, 0.0, 0.0]",2,6.068149089813232
"[-0.30959845, 1.1890278, -0.048162397, -0.042535003, -0.009819696, -0.0027558685, 0.0, 0.0]","[0.04592476, 1.3945966, 0.752612, -0.1873843, -0.0443112, -0.06566817, 0.0, 0.0]",2,6.231740236282349
"[-0.30959845, 1.1890278, -0.048162397, -0.042535003, -0.009819696, -0.0027558685, 0.0, 0.0]","[0.040769957, 1.3900458, 0.6614675, -0.21506958, -0.022146218, 0.024351023, 0.0, 0.0]",2,6.231740236282349
"[-0.30959845, 1.1890278, -0.048162397, -0.042535003, -0.009819696, -0.0027558685, 0.0, 0.0]","[0.043911267, 1.4078829, 0.7141705, -0.089096285, -0.029767072, -0.0075640073, 0.0, 0.0]",2,6.231740236282349
"[-0.30959845, 1.1890278, -0.048162397, -0.042535003, -0.009819696, -0.0027558685, 0.0, 0.0]","[-0.03511467, 1.4269186, -0.5767485, 0.052196834, 0.031701326, 0.04951157, 0.0, 0.0]",2,6.231740236282349
"[-0.30959845, 1.1890278, -0.048162397, -0.042535003, -0.009819696, -0.0027558685, 0.0, 0.0]","[-0.043172073, 1.3458576, -0.70941997, -0.5484524, 0.032095153, 0.044029858, 0.0, 0.0]",2,6.231740236282349
"[-0.040155508, 0.8398594, -0.11574098, -0.08262861, -0.017736532, -0.030044219, 0.0, 0.0]","[0.018669033, 1.3549023, 0.2928241, -0.40217572, -0.007960792, 0.0008343534, 0.0, 0.0]",0,6.347574949264526
"[-0.040155508, 0.8398594, -0.11574098, -0.08262861, -0.017736532, -0.030044219, 0.0, 0.0]","[0.021711636, 1.3891176, 0.3450494, -0.14849916, -0.015376836, -0.017412795, 0.0, 0.0]",0,6.347574949264526
